PeakID	chr	start	end	strand	NormalizedTagCount	focusratio	findPeaksScore	FoldChangevsLocal	p-valuevsLocal	ClonalFoldChange
chr2-90	chr2	191878940	191879108	+	37.1	0.726	45.000000	43.08	4.12e-66	0.93
chr3-106	chr3	9834000	9834168	+	37.1	0.702	42.000000	14.98	8.71e-43	1.00
chr3-154	chr3	36999561	36999729	+	37.1	0.778	37.000000	19.88	6.31e-49	1.14
chr3-129	chr3	138594694	138594862	+	37.1	0.797	40.000000	38.77	9.59e-64	1.05
chr3-104	chr3	167875117	167875285	+	37.1	0.855	43.000000	37.37	6.42e-63	1.00
chr4-18	chr4	48343133	48343301	+	37.1	0.674	49.000000	15.67	9.60e-44	0.86
chr4-30	chr4	154387197	154387365	+	37.1	0.722	45.000000	13.91	3.45e-41	0.91
chr4-25	chr4	174256360	174256528	+	37.1	0.762	46.000000	14.04	2.21e-41	0.91
chr5-61	chr5	77590543	77590711	+	37.1	0.769	46.000000	29.54	1.15e-57	0.93
chr6-235	chr6	13354748	13354916	+	37.1	0.889	39.000000	22.64	8.90e-52	1.05
chr6-143	chr6	17962755	17962923	+	37.1	0.967	45.000000	23.15	2.89e-52	0.96
chr6-111	chr6	34360582	34360750	+	37.1	0.655	49.000000	14.04	2.21e-41	0.89
chr6-123	chr6	41747613	41747781	+	37.1	0.741	48.000000	15.36	2.59e-43	0.87
chr6-161	chr6	125474772	125474940	+	37.1	0.833	44.000000	21.69	7.80e-51	0.93
chr6-174	chr6	134022848	134023016	+	37.1	0.881	43.000000	41.36	3.41e-65	1.03
chr6-140	chr6	151773316	151773484	+	37.1	0.787	46.000000	18.14	6.37e-47	0.91
chr7-116	chr7	100472457	100472625	+	37.1	0.604	47.000000	15.36	2.59e-43	0.91
chr7-130	chr7	134855521	134855689	+	37.1	0.670	46.000000	13.37	2.41e-40	0.91
chr7-131	chr7	148638139	148638307	+	37.1	0.817	46.000000	26.74	1.87e-55	0.91
chr7-113	chr7	151722622	151722790	+	37.1	0.673	48.000000	20.82	6.23e-50	0.86
chr8-35	chr8	48873309	48873477	+	37.1	0.750	48.000000	17.23	8.31e-46	0.87
chr8-29	chr8	55047688	55047856	+	37.1	0.875	51.000000	33.71	1.29e-60	0.82
chr8-44	chr8	135725334	135725502	+	37.1	0.643	46.000000	14.36	7.15e-42	0.91
chr9-65	chr9	101867091	101867259	+	37.1	0.700	48.000000	17.83	1.52e-46	0.86
chr10-58	chr10	49514450	49514618	+	37.1	0.634	48.000000	15.67	9.60e-44	0.87
chr10-60	chr10	51572355	51572523	+	37.1	0.720	47.000000	14.29	8.98e-42	0.91
chr10-52	chr10	73026177	73026345	+	37.1	0.786	49.000000	16.86	2.49e-45	0.86
chr10-55	chr10	75936300	75936468	+	37.1	0.596	49.000000	15.74	7.47e-44	0.84
chr11-96	chr11	27442297	27442465	+	37.1	0.908	41.000000	36.93	1.19e-62	1.08
chr11-51	chr11	33279646	33279814	+	37.1	0.660	49.000000	13.31	2.98e-40	0.89
chr11-53	chr11	68518854	68519022	+	37.1	0.808	49.000000	25.22	3.71e-54	0.86
chr12-60	chr12	42538631	42538799	+	37.1	0.647	45.000000	22.31	1.85e-51	0.91
chr12-151	chr12	46824254	46824422	+	37.1	0.945	35.000000	40.81	6.76e-65	1.17
chr12-73	chr12	51157609	51157777	+	37.1	0.773	43.000000	20.41	1.70e-49	1.00
chr12-61	chr12	69201701	69201869	+	37.1	0.711	45.000000	18.57	1.94e-47	0.93
chr12-53	chr12	93709798	93709966	+	37.1	0.815	47.000000	18.25	4.75e-47	0.89
chr15-34	chr15	57210648	57210816	+	37.1	0.615	48.000000	14.04	2.21e-41	0.91
chr15-30	chr15	83735993	83736161	+	37.1	0.725	50.000000	17.33	6.29e-46	0.82
chr16-67	chr16	231418	231586	+	37.1	0.667	46.000000	13.91	3.45e-41	0.91
chr16-69	chr16	14580841	14581009	+	37.1	0.824	46.000000	32.31	1.15e-59	1.03
chr17-58	chr17	13413550	13413718	+	37.1	0.900	48.000000	37.83	3.43e-63	0.89
chr17-88	chr17	27047058	27047226	+	37.1	0.866	44.000000	14.70	2.25e-42	0.96
chr17-62	chr17	40688055	40688223	+	37.1	0.817	48.000000	14.98	8.71e-43	0.91
chr17-92	chr17	56756689	56756857	+	37.1	0.678	44.000000	24.42	1.89e-53	0.93
chr17-45	chr17	73285670	73285838	+	37.1	0.750	52.000000	27.69	3.12e-56	0.82
chr17-66	chr17	75954492	75954660	+	37.1	0.635	48.000000	16.07	2.69e-44	0.86
chr18-28	chr18	32870152	32870320	+	37.1	0.899	44.000000	31.33	5.60e-59	0.96
chr19-92	chr19	41732004	41732172	+	37.1	0.797	47.000000	24.04	4.19e-53	0.89
chr19-109	chr19	41816088	41816256	+	37.1	0.745	45.000000	20.41	1.70e-49	0.91
chr20-25	chr20	37075197	37075365	+	37.1	0.838	48.000000	24.23	2.82e-53	0.87
chr20-27	chr20	43589062	43589230	+	37.1	0.775	47.000000	26.07	6.89e-55	0.87
chr20-23	chr20	49347817	49347985	+	37.1	0.699	49.000000	13.79	5.35e-41	0.86
chr20-33	chr20	60697139	60697307	+	37.1	0.732	44.000000	13.60	1.03e-40	0.93
chr22-94	chr22	50098283	50098451	+	37.1	0.810	46.000000	29.26	1.86e-57	0.89
chr22-87	chr22	50329831	50329999	+	37.1	0.769	49.000000	20.96	4.43e-50	0.89
chrX-11	chrX	71238394	71238562	+	37.1	0.823	51.000000	54.42	2.18e-71	0.84
chr1-249	chr1	10458797	10458965	+	36.4	0.575	45.000000	14.99	5.07e-42	0.92
chr1-221	chr1	32800829	32800997	+	36.4	0.740	47.000000	13.59	5.96e-40	0.88
chr1-237	chr1	39325460	39325628	+	36.4	0.763	46.000000	20.42	1.30e-48	0.90
chr1-307	chr1	40781063	40781231	+	36.4	0.750	43.000000	15.22	2.46e-42	0.98
chr1-255	chr1	41157336	41157504	+	36.4	0.681	45.000000	15.53	9.19e-43	0.90
chr1-379	chr1	192946573	192946741	+	36.4	0.821	41.000000	32.03	2.20e-58	1.03
chr1-317	chr1	202045308	202045476	+	36.4	0.838	43.000000	14.29	5.22e-41	0.96
chr1-351	chr1	205126374	205126542	+	36.4	0.815	42.000000	25.79	1.18e-53	0.98
chr1-320	chr1	235324538	235324706	+	36.4	0.725	43.000000	22.71	6.70e-51	0.94
chr2-74	chr2	11886746	11886914	+	36.4	0.659	46.000000	12.84	9.01e-39	0.94
chr2-73	chr2	38830033	38830201	+	36.4	0.725	47.000000	13.59	5.96e-40	0.88
chr2-120	chr2	70026185	70026353	+	36.4	0.863	42.000000	23.41	1.48e-51	1.01
chr3-157	chr3	72135637	72135805	+	36.4	0.864	37.000000	28.18	1.39e-55	1.12
chr4-21	chr4	4543713	4543881	+	36.4	0.836	47.000000	29.84	7.89e-57	0.86
chr5-71	chr5	34699969	34700137	+	36.4	0.877	44.000000	23.96	4.63e-52	0.94
chr5-72	chr5	41925288	41925456	+	36.4	0.624	44.000000	18.33	2.69e-46	0.98
chr6-119	chr6	3157782	3157950	+	36.4	0.639	48.000000	14.35	4.16e-41	0.88
chr6-137	chr6	10838589	10838757	+	36.4	0.667	46.000000	15.07	3.99e-42	0.92
chr6-180	chr6	20575508	20575676	+	36.4	0.912	42.000000	28.44	8.73e-56	0.96
chr6-101	chr6	27440824	27440992	+	36.4	0.675	50.000000	20.02	3.48e-48	0.82
chr6-184	chr6	35265470	35265638	+	36.4	0.655	42.000000	17.69	1.54e-45	0.96
chr6-308	chr6	43894523	43894691	+	36.4	0.818	36.000000	14.56	2.08e-41	1.12
chr6-131	chr6	44102182	44102350	+	36.4	0.767	47.000000	16.10	1.56e-43	0.88
chr7-141	chr7	6543388	6543556	+	36.4	0.659	44.000000	19.38	1.72e-47	0.94
chr7-191	chr7	45034785	45034953	+	36.4	0.906	40.000000	14.92	6.43e-42	1.09
chr7-135	chr7	48019145	48019313	+	36.4	0.726	45.000000	31.70	3.73e-58	0.90
chr7-108	chr7	100048173	100048341	+	36.4	0.674	48.000000	23.78	6.85e-52	0.88
chr7-137	chr7	100743505	100743673	+	36.4	0.730	45.000000	18.01	6.49e-46	0.90
chr7-119	chr7	148823317	148823485	+	36.4	0.710	47.000000	13.01	4.88e-39	0.90
chr8-54	chr8	9008183	9008351	+	36.4	0.810	42.000000	26.46	3.25e-54	0.96
chr8-39	chr8	29940498	29940666	+	36.4	0.649	47.000000	19.38	1.72e-47	0.90
chr9-94	chr9	110871117	110871285	+	36.4	0.869	43.000000	37.57	6.98e-62	0.94
chr9-63	chr9	114937509	114937677	+	36.4	0.744	49.000000	14.63	1.65e-41	0.86
chr9-66	chr9	127624241	127624409	+	36.4	0.696	48.000000	14.92	6.43e-42	0.86
chr10-80	chr10	92980099	92980267	+	36.4	0.711	43.000000	27.17	8.63e-55	0.98
chr11-79	chr11	59578103	59578271	+	36.4	0.747	43.000000	22.38	1.40e-50	0.98
chr11-65	chr11	88070880	88071048	+	36.4	0.800	46.000000	33.08	4.36e-59	0.90
chr12-49	chr12	7000289	7000457	+	36.4	0.840	47.000000	48.31	1.99e-67	0.88
chr12-50	chr12	28343678	28343846	+	36.4	0.728	47.000000	20.15	2.51e-48	0.86
chr12-43	chr12	32112175	32112343	+	36.4	0.695	48.000000	22.54	9.70e-51	0.88
chr12-58	chr12	53574278	53574446	+	36.4	0.632	46.000000	20.42	1.30e-48	0.88
chr12-70	chr12	122516338	122516506	+	36.4	0.652	44.000000	12.90	7.35e-39	0.92
chr12-47	chr12	122582544	122582712	+	36.4	0.811	48.000000	27.92	2.21e-55	0.88
chr13-18	chr13	28033762	28033930	+	36.4	0.765	35.000000	56.36	7.51e-71	1.22
chr16-84	chr16	193113	193281	+	36.4	0.879	43.000000	24.15	3.12e-52	0.96
chr16-76	chr16	68027256	68027424	+	36.4	0.750	45.000000	26.46	3.25e-54	0.90
chr17-146	chr17	32232429	32232597	+	36.4	0.883	38.000000	16.10	1.56e-43	1.06
chr19-93	chr19	46220566	46220734	+	36.4	0.699	47.000000	17.59	2.05e-45	0.86
chr19-110	chr19	47852302	47852470	+	36.4	0.814	45.000000	30.13	4.80e-57	0.94
chr19-111	chr19	50887152	50887320	+	36.4	0.635	45.000000	14.09	1.03e-40	0.92
chr20-20	chr20	32319768	32319936	+	36.4	0.630	52.000000	16.54	4.20e-44	0.84
chr20-40	chr20	44600417	44600585	+	36.4	0.685	42.000000	13.65	4.80e-40	0.98
chr1-280	chr1	21958725	21958893	+	35.7	0.713	44.000000	13.27	1.00e-38	0.94
chr1-208	chr1	26232881	26233049	+	35.7	0.712	48.000000	13.03	2.30e-38	0.88
chr1-444	chr1	28499288	28499456	+	35.7	0.873	39.000000	24.46	1.56e-51	1.09
chr1-251	chr1	29557370	29557538	+	35.7	0.739	45.000000	24.27	2.32e-51	0.98
chr1-285	chr1	35325225	35325393	+	35.7	0.813	44.000000	24.67	1.04e-51	0.92
chr1-306	chr1	35657670	35657838	+	35.7	0.769	43.000000	15.79	2.51e-42	0.96
chr1-172	chr1	109289104	109289272	+	35.7	0.727	51.000000	16.31	5.36e-43	0.82
chr1-159	chr1	154934249	154934417	+	35.7	0.575	52.000000	13.63	2.79e-39	0.81
chr1-227	chr1	156475168	156475336	+	35.7	0.742	47.000000	13.38	6.56e-39	0.88
chr1-296	chr1	181099075	181099243	+	35.7	0.788	44.000000	13.88	1.16e-39	0.92
chr2-164	chr2	32235900	32236068	+	35.7	0.703	38.000000	20.30	1.38e-47	1.09
chr2-93	chr2	32581874	32582042	+	35.7	0.646	44.000000	15.31	1.12e-41	0.94
chr2-80	chr2	172864675	172864843	+	35.7	0.667	46.000000	17.98	4.94e-45	0.92
chr2-104	chr2	204103526	204103694	+	35.7	0.819	44.000000	27.13	9.69e-54	0.92
chr2-105	chr2	233415220	233415388	+	35.7	0.652	44.000000	26.65	2.35e-53	0.96
chr3-101	chr3	33840455	33840623	+	35.7	0.771	43.000000	15.23	1.43e-41	0.94
chr3-125	chr3	42878189	42878357	+	35.7	0.919	40.000000	35.11	2.87e-59	1.01
chr3-76	chr3	43811136	43811304	+	35.7	0.744	47.000000	13.95	9.33e-40	0.86
chr3-87	chr3	139018394	139018562	+	35.7	0.786	46.000000	22.27	1.52e-49	0.94
chr4-51	chr4	160072344	160072512	+	35.7	0.855	40.000000	29.85	8.87e-56	1.03
chr5-123	chr5	16418723	16418891	+	35.7	0.766	37.000000	53.30	2.61e-68	1.12
chr5-45	chr5	60704586	60704754	+	35.7	0.812	50.000000	36.40	4.82e-60	0.86
chr5-62	chr5	137688148	137688316	+	35.7	0.885	46.000000	20.73	5.06e-48	0.88
chr5-87	chr5	172410652	172410820	+	35.7	0.829	42.000000	37.31	1.42e-60	0.98
chr6-164	chr6	2903494	2903662	+	35.7	0.682	43.000000	21.02	2.56e-48	0.98
chr6-220	chr6	16238646	16238814	+	35.7	0.731	40.000000	14.63	9.61e-41	1.03
chr6-263	chr6	44934606	44934774	+	35.7	0.917	38.000000	35.96	8.80e-60	1.09
chr6-296	chr6	139969630	139969798	+	35.7	0.823	37.000000	24.07	3.45e-51	1.12
chr6-217	chr6	151187412	151187580	+	35.7	0.716	41.000000	13.95	9.33e-40	0.98
chr6-117	chr6	158980951	158981119	+	35.7	0.732	49.000000	16.96	8.25e-44	0.88
chr7-96	chr7	644125	644293	+	35.7	0.803	49.000000	14.01	7.47e-40	0.88
chr7-120	chr7	35734597	35734765	+	35.7	0.648	46.000000	20.58	7.08e-48	0.90
chr7-104	chr7	43623107	43623275	+	35.7	0.741	48.000000	18.77	6.17e-46	0.90
chr7-98	chr7	44187156	44187324	+	35.7	0.787	49.000000	17.66	1.17e-44	0.84
chr7-144	chr7	73668714	73668882	+	35.7	0.613	44.000000	18.77	6.17e-46	0.94
chr7-115	chr7	75368694	75368862	+	35.7	0.633	47.000000	13.15	1.52e-38	0.90
chr7-145	chr7	89975863	89976031	+	35.7	0.879	44.000000	36.40	4.82e-60	0.94
chr7-124	chr7	100209897	100210065	+	35.7	0.800	46.000000	19.51	9.59e-47	0.92
chr7-128	chr7	120628647	120628815	+	35.7	0.833	46.000000	13.32	8.11e-39	0.90
chr7-188	chr7	141251045	141251213	+	35.7	0.720	41.000000	24.46	1.56e-51	1.01
chr8-55	chr8	11736975	11737143	+	35.7	0.937	42.000000	28.16	1.57e-54	0.96
chr8-40	chr8	67976450	67976618	+	35.7	0.737	47.000000	18.09	3.69e-45	0.90
chr8-49	chr8	103876387	103876555	+	35.7	0.682	44.000000	13.44	5.31e-39	0.96
chr9-95	chr9	124132659	124132827	+	35.7	0.723	43.000000	17.98	4.94e-45	0.96
chr9-81	chr9	125138384	125138552	+	35.7	0.902	45.000000	19.64	6.98e-47	0.92
chr9-75	chr9	135230542	135230710	+	35.7	0.809	47.000000	22.27	1.52e-49	0.88
chr9-91	chr9	140473333	140473501	+	35.7	0.646	44.000000	15.07	2.32e-41	0.92
chr10-68	chr10	5488473	5488641	+	35.7	0.849	45.000000	21.17	1.82e-48	0.92
chr10-67	chr10	81965365	81965533	+	35.7	0.769	46.000000	13.63	2.79e-39	0.90
chr11-71	chr11	67351059	67351227	+	35.7	0.704	45.000000	16.77	1.42e-43	0.92
chr11-127	chr11	114086686	114086854	+	35.7	0.875	39.000000	22.11	2.19e-49	1.06
chr11-89	chr11	118758552	118758720	+	35.7	0.883	42.000000	25.73	1.31e-52	0.98
chr12-42	chr12	58176486	58176654	+	35.7	0.900	49.000000	32.80	8.40e-58	0.88
chr12-59	chr12	109085443	109085611	+	35.7	0.900	46.000000	17.98	4.94e-45	0.90
chr12-121	chr12	114370765	114370933	+	35.7	0.794	38.000000	22.61	7.32e-50	1.06
chr15-73	chr15	69284153	69284321	+	35.7	0.914	39.000000	51.46	1.51e-67	1.03
chr15-50	chr15	75230416	75230584	+	35.7	0.670	43.000000	16.86	1.08e-43	0.98
chr16-62	chr16	30825660	30825828	+	35.7	0.773	48.000000	34.71	5.12e-59	0.86
chr17-99	chr17	74410741	74410909	+	35.7	0.817	43.000000	29.85	8.87e-56	0.98
chr18-18	chr18	12407748	12407916	+	35.7	0.663	48.000000	20.44	9.89e-48	0.90
chr19-84	chr19	8373083	8373251	+	35.7	0.590	48.000000	13.38	6.56e-39	0.92
chr19-133	chr19	17716977	17717145	+	35.7	0.598	42.000000	15.46	6.84e-42	0.98
chr19-505	chr19	36066639	36066807	+	35.7	0.950	29.000000	74.62	1.21e-75	1.68
chr19-76	chr19	36630875	36631043	+	35.7	0.816	51.000000	19.26	1.80e-46	0.86
chr19-108	chr19	41129895	41130063	+	35.7	0.867	45.000000	19.77	5.07e-47	0.94
chr19-83	chr19	45972501	45972669	+	35.7	0.768	49.000000	12.98	2.82e-38	0.86
chr20-26	chr20	278008	278176	+	35.7	0.675	47.000000	21.02	2.56e-48	0.88
chr20-29	chr20	1099088	1099256	+	35.7	0.803	45.000000	29.85	8.87e-56	0.94
chr20-28	chr20	48915344	48915512	+	35.7	0.938	46.000000	24.46	1.56e-51	0.88
chr21-33	chr21	31014403	31014571	+	35.7	0.831	41.000000	18.65	8.35e-46	1.01
chr21-20	chr21	46487498	46487666	+	35.7	0.951	50.000000	24.07	3.45e-51	0.82
chr22-96	chr22	42228724	42228892	+	35.7	0.716	45.000000	16.58	2.43e-43	0.94
chr1-232	chr1	16212922	16213090	+	35.0	0.894	46.000000	25.90	9.60e-52	0.88
chr1-165	chr1	21985743	21985911	+	35.0	0.698	51.000000	15.56	3.10e-41	0.82
chr1-236	chr1	28696186	28696354	+	35.0	0.576	46.000000	14.49	8.90e-40	0.86
chr1-368	chr1	51701820	51701988	+	35.0	0.789	41.000000	18.29	1.56e-44	0.97
chr1-407	chr1	57684480	57684648	+	35.0	0.836	40.000000	38.00	8.22e-60	0.99
chr1-288	chr1	70671252	70671420	+	35.0	0.906	44.000000	33.25	5.42e-57	0.90
chr1-372	chr1	85690866	85691034	+	35.0	0.878	41.000000	24.59	1.15e-50	1.07
chr1-261	chr1	114889189	114889357	+	35.0	0.843	45.000000	23.41	1.22e-49	0.97
chr1-345	chr1	156890241	156890409	+	35.0	0.724	42.000000	24.80	7.70e-51	0.94
chr1-376	chr1	160016385	160016553	+	35.0	0.806	41.000000	43.67	9.26e-63	0.97
chr1-347	chr1	162356218	162356386	+	35.0	0.808	42.000000	14.70	4.43e-40	0.97
chr1-215	chr1	202896263	202896431	+	35.0	0.705	48.000000	25.01	5.11e-51	0.88
chr1-244	chr1	225965310	225965478	+	35.0	0.797	46.000000	18.52	8.60e-45	0.90
chr2-82	chr2	7005905	7006073	+	35.0	0.716	45.000000	18.88	3.47e-45	0.88
chr2-64	chr2	73402856	73403024	+	35.0	0.699	48.000000	25.23	3.39e-51	0.82
chr2-95	chr2	74699769	74699937	+	35.0	0.938	44.000000	26.85	1.69e-52	0.90
chr2-223	chr2	84178511	84178679	+	35.0	0.794	35.000000	29.86	9.97e-55	1.16
chr2-77	chr2	131113514	131113682	+	35.0	0.756	46.000000	17.63	8.89e-44	0.92
chr2-59	chr2	178977034	178977202	+	35.0	0.778	49.000000	20.90	2.75e-47	0.84
chr2-106	chr2	234763375	234763543	+	35.0	0.814	44.000000	21.20	1.38e-47	0.92
chr3-93	chr3	9791393	9791561	+	35.0	0.690	44.000000	14.07	3.48e-39	0.94
chr3-112	chr3	44803125	44803293	+	35.0	0.768	42.000000	28.69	6.89e-54	0.94
chr3-126	chr3	47324268	47324436	+	35.0	0.682	40.000000	13.67	1.30e-38	0.99
chr3-103	chr3	141087184	141087352	+	35.0	0.862	43.000000	24.59	1.15e-50	0.94
chr3-92	chr3	149470233	149470401	+	35.0	0.831	45.000000	56.27	3.67e-68	0.90
chr4-26	chr4	37828137	37828305	+	35.0	0.726	45.000000	27.87	2.79e-53	0.90
chr4-37	chr4	139592805	139592973	+	35.0	0.873	43.000000	32.88	9.39e-57	0.97
chr5-56	chr5	53813414	53813582	+	35.0	0.822	47.000000	21.36	9.77e-48	0.86
chr5-108	chr5	77656213	77656381	+	35.0	0.757	39.000000	24.80	7.70e-51	1.04
chr5-74	chr5	134094232	134094400	+	35.0	0.706	44.000000	23.04	2.61e-49	0.90
chr5-65	chr5	141392596	141392764	+	35.0	0.811	45.000000	23.99	3.81e-50	0.92
chr5-66	chr5	145214958	145215126	+	35.0	0.730	45.000000	28.69	6.89e-54	0.90
chr5-67	chr5	158636579	158636747	+	35.0	0.764	45.000000	13.01	1.33e-37	0.90
chr5-76	chr5	176433757	176433925	+	35.0	0.750	44.000000	15.73	1.88e-41	0.92
chr6-118	chr6	2245830	2245998	+	35.0	0.621	48.000000	21.36	9.77e-48	0.88
chr6-181	chr6	28806726	28806894	+	35.0	0.821	42.000000	28.41	1.10e-53	0.94
chr6-156	chr6	32122313	32122481	+	35.0	0.816	44.000000	13.74	1.05e-38	0.90
chr6-158	chr6	36561929	36562097	+	35.0	0.817	44.000000	15.01	1.72e-40	0.90
chr6-130	chr6	43337398	43337566	+	35.0	0.723	47.000000	16.53	1.83e-42	0.90
chr6-172	chr6	57036997	57037165	+	35.0	0.692	43.000000	14.27	1.77e-39	0.97
chr6-160	chr6	106773572	106773740	+	35.0	0.759	44.000000	23.04	2.61e-49	0.92
chr6-152	chr6	126277794	126277962	+	35.0	0.761	45.000000	20.32	1.05e-46	0.88
chr6-153	chr6	131949331	131949499	+	35.0	0.731	45.000000	28.69	6.89e-54	0.90
chr7-142	chr7	65447152	65447320	+	35.0	0.706	44.000000	21.84	3.40e-48	0.99
chr7-219	chr7	72976783	72976951	+	35.0	0.843	38.000000	16.53	1.83e-42	1.04
chr7-146	chr7	99070384	99070552	+	35.0	0.696	44.000000	19.00	2.55e-45	0.90
chr7-117	chr7	135718253	135718421	+	35.0	0.913	47.000000	28.41	1.10e-53	0.94
chr7-201	chr7	139025070	139025238	+	35.0	0.675	40.000000	13.80	8.43e-39	0.99
chr7-267	chr7	140022721	140022889	+	35.0	0.906	36.000000	25.01	5.11e-51	1.10
chr7-174	chr7	154861760	154861928	+	35.0	0.823	42.000000	27.35	6.94e-53	0.94
chr8-38	chr8	8860260	8860428	+	35.0	0.724	47.000000	25.90	9.60e-52	0.88
chr8-32	chr8	56685919	56686087	+	35.0	0.652	50.000000	16.82	8.18e-43	0.84
chr10-259	chr10	42365088	42365256	+	35.0	0.831	27.000000	15.73	1.88e-41	1.52
chr10-97	chr10	62738254	62738422	+	35.0	0.853	39.000000	15.82	1.46e-41	1.10
chr10-79	chr10	79793453	79793621	+	35.0	0.781	43.000000	17.31	2.07e-43	0.92
chr11-62	chr11	9336095	9336263	+	35.0	0.709	46.000000	19.77	3.87e-46	0.88
chr11-88	chr11	102212862	102213030	+	35.0	0.881	42.000000	25.45	2.23e-51	0.97
chr11-60	chr11	118901584	118901752	+	35.0	0.881	47.000000	23.79	5.64e-50	0.88
chr11-66	chr11	120206857	120207025	+	35.0	0.667	46.000000	13.80	8.43e-39	0.88
chr12-55	chr12	8123334	8123502	+	35.0	0.900	46.000000	66.50	9.92e-72	0.88
chr12-52	chr12	56498131	56498299	+	35.0	0.762	47.000000	19.77	3.87e-46	0.88
chr12-54	chr12	104850522	104850690	+	35.0	0.776	47.000000	15.90	1.13e-41	0.88
chr12-68	chr12	120907532	120907700	+	35.0	0.635	44.000000	17.11	3.60e-43	0.90
chr12-81	chr12	133071005	133071173	+	35.0	0.906	42.000000	12.83	2.45e-37	0.97
chr13-9	chr13	75149946	75150114	+	35.0	0.919	44.000000	88.67	6.78e-78	0.94
chr14-26	chr14	23615624	23615792	+	35.0	0.836	37.000000	22.34	1.15e-48	1.07
chr14-12	chr14	90863217	90863385	+	35.0	0.759	44.000000	24.59	1.15e-50	0.92
chr16-91	chr16	2529579	2529747	+	35.0	0.915	42.000000	16.35	3.10e-42	0.97
chr16-93	chr16	11198990	11199158	+	35.0	0.829	42.000000	16.72	1.07e-42	0.99
chr16-74	chr16	18813002	18813170	+	35.0	0.617	45.000000	15.99	8.76e-42	0.92
chr16-162	chr16	75077069	75077237	+	35.0	0.966	37.000000	35.26	3.17e-58	1.07
chr16-82	chr16	75551331	75551499	+	35.0	0.701	44.000000	20.61	5.40e-47	0.90
chr17-113	chr17	41382025	41382193	+	35.0	0.530	41.000000	15.56	3.10e-41	0.99
chr19-114	chr19	488968	489136	+	35.0	0.753	44.000000	14.07	3.48e-39	0.94
chr19-117	chr19	10230555	10230723	+	35.0	0.869	44.000000	19.91	2.80e-46	0.90
chr19-107	chr19	33864982	33865150	+	35.0	0.718	45.000000	16.91	6.23e-43	0.90
chr20-42	chr20	30795556	30795724	+	35.0	0.718	41.000000	18.88	3.47e-45	0.97
chrX-25	chrX	55041477	55041645	+	35.0	0.811	40.000000	42.41	3.90e-62	1.01
chrX-23	chrX	153163430	153163598	+	35.0	0.862	41.000000	37.04	2.86e-59	0.97
chr1-361	chr1	9687113	9687281	+	34.3	0.750	41.000000	15.67	1.40e-40	0.95
chr1-279	chr1	16678960	16679128	+	34.3	0.699	44.000000	19.25	1.05e-44	0.90
chr1-224	chr1	46269118	46269286	+	34.3	0.659	47.000000	20.34	8.01e-46	0.86
chr1-292	chr1	112298093	112298261	+	34.3	0.663	44.000000	18.15	1.59e-43	0.90
chr1-314	chr1	166845609	166845777	+	34.3	0.690	43.000000	21.24	1.05e-46	0.92
chr1-242	chr1	184020728	184020896	+	34.3	0.789	46.000000	23.13	1.96e-48	0.86
chr1-297	chr1	201122969	201123137	+	34.3	0.698	44.000000	15.76	1.09e-40	0.90
chr1-502	chr1	201547574	201547742	+	34.3	0.898	38.000000	17.07	2.73e-42	1.02
chr1-385	chr1	226992609	226992777	+	34.3	0.775	41.000000	24.30	1.91e-49	0.97
chr2-75	chr2	43154669	43154837	+	34.3	0.906	46.000000	15.76	1.09e-40	0.88
chr2-155	chr2	114647390	114647558	+	34.3	0.628	39.000000	15.59	1.80e-40	1.00
chr2-96	chr2	119981200	119981368	+	34.3	0.687	44.000000	20.34	8.01e-46	0.90
chr2-91	chr2	224809997	224810165	+	34.3	0.815	45.000000	33.74	3.47e-56	0.90
chr3-94	chr3	13526726	13526894	+	34.3	0.741	44.000000	17.49	8.95e-43	0.90
chr3-109	chr3	14473870	14474038	+	34.3	0.905	42.000000	15.25	4.83e-40	0.97
chr3-99	chr3	20227707	20227875	+	34.3	0.584	43.000000	18.99	1.94e-44	0.92
chr3-90	chr3	50577031	50577199	+	34.3	0.931	45.000000	35.85	1.93e-57	0.88
chr3-115	chr3	195920829	195920997	+	34.3	0.781	42.000000	14.13	1.62e-38	0.92
chr4-45	chr4	81064598	81064766	+	34.3	0.869	41.000000	31.51	8.87e-55	0.97
chr4-35	chr4	190861760	190861928	+	34.3	0.700	44.000000	21.72	3.67e-47	0.92
chr5-95	chr5	67599686	67599854	+	34.3	0.898	40.000000	30.51	4.13e-54	1.00
chr6-120	chr6	10747909	10748077	+	34.3	0.652	48.000000	20.78	2.93e-46	0.83
chr6-144	chr6	24720968	24721136	+	34.3	0.768	45.000000	14.56	4.11e-39	0.88
chr6-121	chr6	30881949	30882117	+	34.3	0.606	48.000000	14.20	1.29e-38	0.88
chr6-129	chr6	33422280	33422448	+	34.3	0.800	47.000000	22.58	6.02e-48	0.84
chr6-148	chr6	36391054	36391222	+	34.3	0.719	45.000000	16.77	6.17e-42	0.88
chr6-149	chr6	36628631	36628799	+	34.3	0.690	45.000000	24.10	2.84e-49	0.88
chr6-211	chr6	43484463	43484631	+	34.3	0.788	41.000000	18.15	1.59e-43	0.97
chr7-177	chr7	30800985	30801153	+	34.3	0.602	41.000000	19.51	5.58e-45	0.95
chr7-155	chr7	73153329	73153497	+	34.3	0.759	43.000000	13.03	6.26e-37	0.97
chr7-181	chr7	96746785	96746953	+	34.3	0.765	41.000000	26.07	7.00e-51	0.97
